,dataset,start_age,end_age,sex,gene,fold_change_log2,expression_at_start_age,expression_at_end_age,expression_max_std_dev,p_value
0,droplet,24m,30m,male,Krt6a,-20.077863693237305,0.0008356425096280873,7.540598701005763e-10,0.003994071390479803,0.0
1,droplet,24m,30m,male,Krt13,-18.241127014160156,0.00047220918349921703,1.5230816607925135e-09,0.002261705230921507,0.0
2,droplet,24m,30m,male,Krt16,-15.77771282196045,0.0004440221528057009,7.902871246301402e-09,0.002754871966317296,6.609455679340917e-208
3,droplet,24m,30m,male,Reg4,15.590713500976562,6.510892380795497e-10,3.217950143152848e-05,0.0010381421307101846,1.4491491672295825e-07
4,droplet,24m,30m,male,Sprr1b,-15.301532745361328,9.200860949931666e-05,2.2772850272190226e-09,0.0006060250452719629,1.7629421891008577e-167
5,droplet,24m,30m,male,Krt76,-15.094521522521973,6.861007568659261e-05,1.9600290279697674e-09,0.0011496132938191295,7.706264693083828e-25
6,droplet,24m,30m,male,Krt24,-14.955361366271973,0.00010669292532838881,3.3573281932319787e-09,0.0007243055733852088,4.53845087578971e-162
7,droplet,24m,30m,male,Krt4,-14.819025039672852,0.0012810253538191319,4.431767663959363e-08,0.00763982767239213,2.798121896172275e-226
8,droplet,24m,30m,male,Mt4,-14.637614250183105,0.0015013942029327154,5.8901502342223466e-08,0.005938917864114046,0.0
9,droplet,24m,30m,male,Krt35,-14.515442848205566,3.230738002457656e-05,1.3784885455336848e-09,0.0004568661388475448,3.67697847773925e-31
10,droplet,24m,30m,male,Phgr1,14.334521293640137,1.582160003010813e-08,0.00032688776263967156,0.002345218788832426,5.093753818494296e-229
11,droplet,24m,30m,male,Krt84,-14.22606372833252,0.00012170329137006775,6.349828662877144e-09,0.0016080125933513045,1.0928965017090382e-42
12,droplet,24m,30m,male,Krtap3-3,-14.1656494140625,3.85218663723208e-05,2.0951480550479573e-09,0.0004934764001518488,1.127628888419381e-39
13,droplet,24m,30m,male,Gm5485,14.085326194763184,1.3456328273875329e-09,2.3407486878568307e-05,0.00017011021554935724,8.482608449181419e-75
14,droplet,24m,30m,male,Gpr87,-13.864645957946777,9.71620738710044e-06,6.503622640430251e-10,3.9209655369631946e-05,3.257778719802307e-16
15,droplet,24m,30m,male,Slc7a9,13.524215698242188,7.658669254340111e-10,9.034714821609668e-06,5.766086542280391e-05,3.03934840067302e-13
