,dataset,start_age,end_age,sex,tissue,subtissue,gene,fold_change_log2,expression_at_start_age,expression_at_end_age,expression_max_std_dev,p_value
0,droplet,18m,21m,female,Spleen,nan,Anxa8,7.423313140869141,1.957967725729759e-07,3.360837945365347e-05,0.0001674388477113098,2.0189065690387186e-41
1,droplet,18m,21m,female,Pancreas,Endocrine,Cldn8,6.438638687133789,3.6514376233753865e-07,3.167294562445022e-05,0.00010240405390504748,6.591035852942238e-20
2,droplet,18m,21m,female,Liver,Hepatocytes,Rpl30,5.375973701477051,1.1094606406913954e-06,4.607249138643965e-05,0.00010708146874094382,1.0020522843852147e-06
3,droplet,18m,21m,female,Marrow,nan,Cxcl2,5.227765083312988,2.950920361399767e-06,0.00011057875963160768,0.0004153369809500873,1.7421234118658977e-69
4,droplet,18m,21m,female,Pancreas,Endocrine,Crispld2,5.1072235107421875,5.871816597391444e-07,2.023954402829986e-05,8.296468877233565e-05,2.5593799093821045e-09
5,droplet,18m,21m,female,Mammary_Gland,nan,1810010D01Rik,-4.9688334465026855,1.8741220628726296e-05,5.984520043966768e-07,0.00013261981075629592,6.83541948071289e-07
6,droplet,18m,21m,female,Marrow,nan,Stfa2l1,4.736161231994629,3.857323463307694e-06,0.00010280463902745396,0.0006208706181496382,1.1319331705676656e-24
7,droplet,18m,21m,female,Spleen,nan,Upk1a,4.661706447601318,1.4343900147650857e-06,3.630622086348012e-05,0.00011606905900407583,6.901956626250748e-80
8,droplet,18m,21m,female,Marrow,nan,Il1b,4.494234085083008,3.3573269320186228e-06,7.566464046249166e-05,0.0004355993587523699,1.2588157204857164e-26
9,droplet,18m,21m,female,Mammary_Gland,nan,Fam25c,-4.477579116821289,0.000133932800963521,6.011753612256143e-06,0.0004393862618599087,3.7778336896721674e-50
10,droplet,18m,21m,female,Liver,Hepatocytes,Cyp2c54,-4.289607048034668,0.00023926376888994128,1.2234228051966056e-05,0.0002990209904965013,2.7477706435267334e-28
11,droplet,18m,21m,female,Mammary_Gland,nan,Nrxn3,-4.217093467712402,2.761873292911332e-05,1.485018515268166e-06,0.00010554047184996307,1.9744692754645914e-27
