,Dataset,Start age,End age,Sex,Tissue,Subtissue,Cell type,Gene,dExpression,Confidence,Expression at start age,Expression at end age,Max expression std. dev
0,facs,3m,18m,female,Lung,EPCAM,club cell of bronchiole,Cd47,444.84893798828125,low,9.72716293290432e-07,0.0004327122587710619,6.310861499514431e-05
1,facs,3m,18m,male,Marrow,KLS,megakaryocyte-erythroid progenitor cell,Diap1,359.659912109375,low,2.1613135459119803e-07,7.773414108669385e-05,1.5771256585139781e-06
2,facs,3m,18m,female,BAT,Fat,mesenchymal stem cell of adipose,Dok1,327.2217102050781,low,1.324565118920873e-06,0.00043342678691260517,2.572993435023818e-05
3,facs,3m,18m,female,Marrow,Granulocytes,granulocyte monocyte progenitor cell,1110057K04Rik,187.08572387695312,low,3.1943451972438197e-07,5.976182364975102e-05,1.1634917427727487e-05
4,facs,3m,18m,male,Marrow,KLS,megakaryocyte-erythroid progenitor cell,Casp8,168.73402404785156,low,9.629671922084526e-07,0.00016248550673481077,1.0254399967379868e-05
5,facs,3m,18m,male,Marrow,KLS,megakaryocyte-erythroid progenitor cell,Copb1,143.7480926513672,low,6.570920731974184e-07,9.445587784284726e-05,1.0233995453745592e-05
6,facs,3m,18m,female,BAT,Fat,mesenchymal stem cell of adipose,Atp8b2,130.95584106445312,low,1.405154648637108e-06,0.00018401334818918258,1.3596402823168319e-05
7,facs,3m,18m,male,Heart,RV,atrial myocyte,Slc25a39,119.8050765991211,low,3.090981408604421e-05,0.003703152760863304,0.0006730743916705251
8,facs,3m,18m,male,Marrow,KLS,megakaryocyte-erythroid progenitor cell,Atxn1,115.3592529296875,low,1.4118841136223637e-06,0.0001628740137675777,3.1902258342597634e-05
9,facs,3m,18m,female,Marrow,Granulocytes,granulocyte monocyte progenitor cell,Mgea5,113.32071685791016,low,6.388690394487639e-07,7.239721162477508e-05,1.095508378057275e-05
10,facs,3m,18m,male,Pancreas,Exocrine,leukocyte,Nt5c,109.74200439453125,low,8.285974786303996e-07,9.093205881072208e-05,1.945535041159019e-05
11,facs,3m,18m,male,Marrow,KLS,megakaryocyte-erythroid progenitor cell,Enpp5,108.83572387695312,low,4.814835961042263e-07,5.240272730588913e-05,9.732999387779273e-06
12,facs,3m,18m,male,Pancreas,Endocrine,pancreatic PP cell,1700019E19Rik,86.35850524902344,low,5.794840944872703e-07,5.00434689456597e-05,8.4327884906088e-06
13,facs,3m,18m,male,Pancreas,Endocrine,pancreatic PP cell,Nudt16,83.50288391113281,low,2.993628868352971e-06,0.00024997672880999744,2.50270441028988e-05
14,facs,3m,18m,male,Marrow,KLS,megakaryocyte-erythroid progenitor cell,Txndc17,58.97379684448242,low,1.2490506833273685e-06,7.366132194874808e-05,1.320849059993634e-05
15,facs,3m,18m,male,Heart,RV,atrial myocyte,Bnip3l,50.65662384033203,low,9.910017251968384e-05,0.005020080134272575,0.001106241368688643
16,facs,3m,18m,male,Pancreas,Exocrine,leukocyte,Gtf2f1,45.85951614379883,low,4.85155806018156e-06,0.00022249015455599874,3.3243348298128694e-05
17,facs,3m,18m,male,Heart,RV,atrial myocyte,Sri,37.67798614501953,low,0.0007981992675922811,2.1184761862969026e-05,6.453680543927476e-05
18,facs,3m,18m,male,Marrow,KLS,megakaryocyte-erythroid progenitor cell,Iqgap2,36.426963806152344,low,4.579852429742459e-06,0.00016683015564922243,2.1049130737083033e-05
19,facs,3m,18m,male,Heart,RV,atrial myocyte,Malat1,33.72757339477539,low,0.007973603904247284,0.000236412015510723,0.0012658793712034822
20,facs,3m,18m,male,Heart,RV,atrial myocyte,Fau,33.29037094116211,low,0.00016137491911649704,4.8474944378540386e-06,3.250987356295809e-05
21,facs,3m,18m,female,Heart,RA,valve cell,Il2ra,30.95924949645996,low,6.392658542608842e-05,2.064861291728448e-06,1.4041180293133948e-05
