,dataset,start_age,end_age,sex,tissue,gene,fold_change_log2,expression_at_start_age,expression_at_end_age,expression_max_std_dev,p_value
0,facs,18m,24m,male,BAT,Krt8,17.753686904907227,1.8101212750920581e-09,0.00040025761700235307,0.0011992501094937325,5.797106124269085e-17
1,facs,18m,24m,male,BAT,Wfdc2,17.51806640625,1.2183406505883454e-09,0.0002288699324708432,0.0008276984444819391,1.589307441645952e-10
2,facs,18m,24m,male,BAT,Car6,16.91474723815918,1.2555376738276891e-09,0.00015524654008913785,0.0006300217937678099,1.2763947036067868e-07
3,facs,18m,24m,male,SCAT,Pnlip,15.869091033935547,2.1346846512670936e-09,0.00012782316480297595,0.0005989376804791391,2.4036029309993837e-06
4,facs,18m,24m,male,SCAT,Bpifa2,15.724828720092773,9.655168220490395e-09,0.0005229376256465912,0.002381042344495654,5.890417360940024e-07
5,facs,18m,24m,male,BAT,Serpina3k,15.464133262634277,2.5699495864728306e-09,0.0001162148400908336,0.0005148763302713633,8.16500282506412e-06
6,facs,18m,24m,male,BAT,Cyp3a11,15.404548645019531,1.5688114141099163e-09,6.808925536461174e-05,0.0003015478723682463,9.15650897137691e-06
7,facs,18m,24m,male,BAT,Ldhc,15.265901565551758,3.7216283388374904e-09,0.00014667087816633284,0.0005216369754634798,5.636462638236408e-11
8,facs,18m,24m,male,BAT,Mal,14.531257629394531,3.459501352054417e-09,8.193762187147513e-05,0.0003025854821316898,7.680034329262816e-10
9,facs,18m,24m,male,BAT,Igfbp2,14.376273155212402,1.3768206130748695e-08,0.00029281829483807087,0.0010574086336418986,1.426278036376953e-10
10,facs,18m,24m,male,Aorta,Tspan11,-13.822086334228516,0.0003572927671484649,2.4668576514841334e-08,0.00047355605056509376,7.451312304306175e-16
11,facs,18m,24m,male,BAT,Try4,13.713007926940918,1.2849747932364153e-08,0.0001725659385556355,0.0005883651319891214,2.908584818273362e-12
12,facs,18m,24m,male,BAT,Fxyd3,13.581936836242676,3.412568450045228e-09,4.185806028544903e-05,0.000161698495503515,2.056547307863057e-08
13,facs,18m,24m,male,Aorta,6330406I15Rik,-13.17124080657959,0.00013999252405483276,1.5175309897585976e-08,0.0002412133471807465,6.505229365722198e-08
14,facs,18m,24m,male,BAT,Krt5,12.814263343811035,2.5390926694512927e-08,0.00018288299906998873,0.0007853546994738281,1.968401534043559e-06
15,facs,18m,24m,male,BAT,Acta1,12.641512870788574,1.576301222883103e-08,0.00010072591248899698,0.00040557238389737904,9.267739034987961e-08
16,facs,18m,24m,male,BAT,Gkn1,12.263833999633789,1.8151323999404667e-08,8.927175804274157e-05,0.0003596440074034035,9.903694123643082e-08
17,facs,18m,24m,male,BAT,Krt15,12.151775360107422,1.524893775695091e-07,0.0006938912556506693,0.0022924491204321384,2.5261180925711995e-13
18,facs,18m,24m,male,BAT,Try5,12.143074035644531,1.939173088771895e-08,8.77139245858416e-05,0.0003314926289021969,2.9845627535776702e-09
19,facs,18m,24m,male,BAT,Reg3g,12.067987442016602,5.914075451585177e-09,2.5397232093382627e-05,0.0001050629434757866,1.8840363112788244e-06
20,facs,18m,24m,male,BAT,Plp1,12.00363826751709,9.757068042404171e-09,4.006995732197538e-05,0.00015917912242002785,9.503728266469117e-08
21,facs,18m,24m,male,BAT,Zg16,11.96667194366455,8.552845542908472e-09,3.4236436476930976e-05,0.00014267873484641314,1.229165437106851e-06
22,facs,18m,24m,male,BAT,Ttn,11.279668807983398,4.611340997939806e-08,0.00011464505951153114,0.00043882036698050797,5.750364100428231e-09
23,facs,18m,24m,male,SCAT,Apoa1,10.962029457092285,7.98551766933997e-08,0.0001592971821082756,0.0007681740098632872,8.54534635206805e-06
24,facs,18m,24m,male,BAT,Serpinb5,10.67825984954834,2.4216507910068685e-08,3.968313831137493e-05,0.00015858940605539829,1.3283699675401573e-07
25,facs,18m,24m,male,BAT,Cryba1,10.638016700744629,8.761676895119308e-08,0.00013962210505269468,0.0005930974730290473,1.246474065221742e-06
26,facs,18m,24m,male,BAT,Acaa1b,10.042678833007812,8.12183955645196e-08,8.566578617319465e-05,0.00031926989322528243,1.381182084657521e-09
27,facs,18m,24m,male,Brain_Non-Myeloid,Fcrls,-9.985745429992676,0.00014384683163370937,1.4186926478032547e-07,0.0007169595337472856,9.233981269992497e-06
28,facs,18m,24m,male,BAT,Cbr2,9.885326385498047,1.312874360337446e-07,0.00012416699610184878,0.0004652600910048932,1.6884720518895728e-09
29,facs,18m,24m,male,Thymus,Tff3,9.840843200683594,9.834382197482228e-09,9.019452591019217e-06,2.4997632863232866e-05,3.4399275735569864e-08
30,facs,18m,24m,male,BAT,Sftpc,9.654650688171387,2.045437099695846e-07,0.00016486468666698784,0.0005963676958344877,1.8197403867410206e-10
31,facs,18m,24m,male,Aorta,Gas1,-9.600842475891113,0.0002902912092395127,3.738447560408531e-07,0.0004981882520951331,5.307577704640003e-08
32,facs,18m,24m,male,BAT,Cela1,9.33297061920166,1.3134086884747376e-07,8.470466855214909e-05,0.00035956603824160993,1.3889472084919016e-06
33,facs,18m,24m,male,BAT,Lars2,9.109855651855469,1.0769832442747429e-05,0.005950437393039465,0.013625340536236763,1.8666322838634222e-31
34,facs,18m,24m,male,BAT,Gsta4,8.896595001220703,1.0078210834763013e-06,0.0004803145711775869,0.0017121249111369252,6.889380310652801e-11
35,facs,18m,24m,male,Spleen,Ins1,8.663960456848145,3.259073722006178e-08,1.321963281952776e-05,2.311869138793554e-05,5.969713466611004e-22
36,facs,18m,24m,male,Tongue,Lyz2,8.663215637207031,3.076955223946243e-08,1.2474498362280428e-05,5.591753506450914e-05,1.206966246748683e-06
