,dataset,start_age,end_age,sex,tissue,gene,fold_change_log2,expression_at_start_age,expression_at_end_age,expression_max_std_dev,p_value
0,droplet,3m,18m,male,Lung,Lyve1,11.183568954467773,1.2023852491438447e-07,0.00027966417837888,0.0008242857293225825,2.7444004298554487e-68
1,droplet,3m,18m,male,Lung,Ramp3,9.48018741607666,2.7455513418317423e-08,1.9609480659710243e-05,9.683790267445147e-05,4.1141499616078974e-16
2,droplet,3m,18m,female,Liver,Cd7,9.342085838317871,3.395703345177026e-07,0.00022038350289221853,0.0008499191608279943,1.1412215378156216e-06
3,droplet,3m,18m,male,Lung,Car14,9.19795036315918,4.402832587402372e-08,2.585835500212852e-05,0.00012244265235494822,7.154464332327956e-20
4,droplet,3m,18m,female,Limb_Muscle,Fcer2a,-8.92353630065918,1.966922718565911e-05,4.0506495935233033e-08,0.00011798158084275201,1.6229699681456478e-13
5,droplet,3m,18m,male,Lung,Clec4d,8.687928199768066,4.53086101970257e-07,0.00018685667600948364,0.0004592965997289866,2.7074171930512057e-98
6,droplet,3m,18m,male,Lung,Gm10872,8.57334041595459,1.1750582729064263e-07,4.476058529689908e-05,0.00014649202057626098,9.725666470584227e-48
7,droplet,3m,18m,male,Lung,Stmn2,8.428644180297852,4.427800206485699e-07,0.00015256807091645896,0.00041137641528621316,1.0281988839667477e-80
8,droplet,3m,18m,male,Lung,Cldn5,8.414775848388672,5.615615464193979e-06,0.001916449167765677,0.004164466168731451,7.373355924035949e-128
9,droplet,3m,18m,male,Lung,Ddah1,8.380081176757812,9.452424620803868e-08,3.149223994114436e-05,0.00011548087059054524,1.5205542748217048e-34
10,droplet,3m,18m,male,Lung,Sox18,8.236525535583496,2.4113111862789083e-07,7.272711809491739e-05,0.00021896757243666798,3.4706904950818716e-61
11,droplet,3m,18m,female,Spleen,Sostdc1,8.178520202636719,9.963081026853615e-08,2.8865419153589755e-05,0.00033569143852218986,9.016619576494955e-06
12,droplet,3m,18m,female,Limb_Muscle,Ptprcap,-8.142913818359375,8.331937715411186e-05,2.9477004659383965e-07,0.0002484124561306089,9.508751354985187e-78
13,droplet,3m,18m,male,Lung,Slfn4,8.141711235046387,1.2208732869112282e-07,3.44804793712683e-05,0.0001243331644218415,9.384857743624857e-37
14,droplet,3m,18m,male,Lung,Gpihbp1,8.121817588806152,1.6290063058477244e-06,0.0004537679778877646,0.0011885982239618897,1.39929851444763e-86
15,droplet,3m,18m,male,Lung,Vwf,8.049751281738281,5.401246880865074e-07,0.00014312370331026614,0.0006241096998564899,5.564372440040611e-29
16,droplet,3m,18m,male,Lung,Pllp,8.043519020080566,2.70957599468602e-07,7.148971053538844e-05,0.000227910335524939,2.009110898097982e-54
17,droplet,3m,18m,male,Lung,Il1f9,8.036617279052734,2.1521469761864864e-07,5.6511493312427774e-05,0.0001891048887046054,8.524981467414005e-48
18,droplet,3m,18m,male,Lung,Rasip1,8.029900550842285,5.035459480495774e-07,0.00013160757953301072,0.0003187396505381912,1.984593098273068e-99
